src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.1.69,172.237.61.197,44296,443,6,2025-12-09 02:02:50,91.20817351341248,20.524476347777274,0.2850621714969066,0.18638680444028508,0.09867536705662151,17,9,1170,702,78,66,68.82352941176471,5.090190035949162,93,66,78.0,13.416407864998739,93,66,72.0,9.915023565665,98.3076923076923,340,180,20,0,3.648326940536499,30.32205104827881,0.0,8.803850970561419,91.20817351341248,30.32205104827881,0.0,5.70051084458828,10.459840076481605,91.13577032089233,45.82433104515076,0.03536558151245117,11.391971290111542,16.53193561526825,0,4,0,0,0,0,0,4,26,0,0,0.5294117647058824,72.0,3218,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.82352941176471,78.0,0,17,9,1170,702
192.168.1.223,151.101.13.91,53528,443,6,2025-12-09 02:02:50,120.84023427963257,42.667908008756946,0.5627264826600994,0.5627264826600994,0.0,68,0,5156,0,98,66,75.82352941176471,10.747012138087207,0,0,0,0.0,98,66,75.82352941176471,10.747012138087207,115.49826989619376,1360,0,20,10,1.8035855862631727,12.979910135269165,0.0,2.86487942006993,120.84023427963257,12.979910135269165,0.0,1.8035855862631727,2.86487942006993,0,0,0,0,0,10,0,0,0,0,0,0,10,68,0,0,0.0,75.82352941176471,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.82352941176471,0,0,68,0,5156,0
192.168.1.223,199.165.136.101,37256,443,6,2025-12-09 02:02:51,109.29025793075562,53.444836809706814,0.20129882037554356,0.20129882037554356,0.0,22,0,5841,0,976,66,265.5,273.7969967960669,0,0,0,0.0,976,66,265.5,273.7969967960669,74964.79545454546,440,0,20,8,5.204297996702648,26.21007227897644,0.0,9.010185695694513,109.29025793075562,26.21007227897644,0.0,5.204297996702648,9.010185695694513,0,0,0,0,0,8,0,0,0,0,0,0,8,22,0,0,0.0,265.5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.5,0,0,22,0,5841,0
192.168.1.223,142.250.218.238,34192,443,6,2025-12-09 02:02:54,91.14020371437073,181.5444702302226,0.8887406073158486,0.8887406073158486,0.0,81,0,16546,0,1466,66,204.2716049382716,340.393128288914,0,0,0,0.0,1466,66,204.2716049382716,340.393128288914,115867.48178631306,1620,0,20,21,1.1392525464296341,29.960076570510864,0.0,4.624848674464263,91.14020371437073,29.960076570510864,0.0,1.1392525464296341,4.624848674464263,0,0,0,0,0,17,0,0,0,0,0,0,17,81,0,0,0.0,204.2716049382716,83,0,0,0,0,0,0,0,0,0,1989.5,5.0,0,0,3013.58687344302,0,204.2716049382716,0,0,81,0,16546,0
192.168.1.223,142.251.129.238,44192,443,6,2025-12-09 02:02:55,91.13993835449219,200.9108227479668,1.2288794794261526,1.2288794794261526,0.0,112,0,18311,0,1466,66,163.49107142857142,258.772548897942,0,0,0,0.0,1466,66,163.49107142857142,258.772548897942,66963.23206313777,2240,0,20,28,0.8210805257161459,29.850348949432373,0.0,3.5120117483172377,91.13993835449219,29.850348949432373,0.0,0.8210805257161459,3.5120117483172377,0,0,0,0,0,25,0,0,0,0,0,0,25,112,0,0,0.0,163.49107142857142,63,0,0,0,0,0,0,0,0,0,1860.6666666666667,4.0,0,0,8463.07762500628,0,163.49107142857142,0,0,112,0,18311,0
192.168.1.223,162.159.134.234,40632,443,6,2025-12-09 02:02:55,112.70008134841919,39.112660321623004,0.49689405127288755,0.49689405127288755,0.0,56,0,4408,0,166,66,78.71428571428571,24.889551942901008,0,0,0,0.0,166,66,78.71428571428571,24.889551942901008,619.4897959183673,1120,0,20,4,2.0490923881530763,21.140215635299683,0.0,4.3908274846924185,112.70008134841919,21.140215635299683,0.0,2.0490923881530763,4.3908274846924185,0,0,0,0,0,4,0,0,0,0,0,0,4,56,0,0,0.0,78.71428571428571,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.71428571428571,0,0,56,0,4408,0
192.168.1.69,199.165.136.100,34700,443,6,2025-12-09 02:02:57,91.85014629364014,12.21554940601863,0.18508408190937317,0.09798569042260932,0.08709839148676385,9,8,594,528,66,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,0.0,180,160,20,0,5.7406341433525085,30.508037567138672,0.0,11.823036699986261,91.74019575119019,30.7178852558136,0.0,11.467524468898773,14.74171908455153,91.69220328330994,30.665411472320557,0.0019326210021972656,13.098886183329991,15.07835656657136,0,0,0,0,0,0,0,0,17,0,0,0.8888888888888888,66.0,525,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,9,8,594,528
192.168.1.69,192.200.0.116,52384,443,6,2025-12-09 02:02:58,106.77618360519409,19.086653326508873,0.23413460901016772,0.14048076540610063,0.09365384360406709,15,10,1038,1000,78,66,69.2,5.3065996645686395,151,66,100.0,41.641325627314025,151,66,81.52,30.629554355230177,938.1696,300,200,20,0,4.44900765021642,30.199994325637817,0.0,9.94216337908015,106.5562493801117,30.199994325637817,0.0,7.611160670007978,12.135048345528292,106.52978205680847,30.556577920913696,0.03349900245666504,11.836642450756496,13.456065289922792,0,4,0,0,0,0,0,4,25,0,0,0.6666666666666666,81.52,468,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2,100.0,0,15,10,1038,1000
192.168.1.223,142.250.219.10,60908,443,17,2025-12-09 02:02:59,104.89024257659912,8.96174874715861,0.12393907841815101,0.12393907841815101,0.0,13,0,940,0,74,71,72.3076923076923,1.4349813927828947,0,0,0,0.0,74,71,72.3076923076923,1.4349813927828947,2.0591715976331364,260,0,20,13,8.740853548049927,15.179984092712402,0.0,5.531173921850502,104.89024257659912,15.179984092712402,0.0,8.740853548049927,5.531173921850502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,72.3076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3076923076923,0,0,13,0,940,0
192.168.1.223,35.186.224.39,39148,443,6,2025-12-09 02:03:01,90.26019072532654,12.41965024660039,0.14402805816753353,0.14402805816753353,0.0,13,0,1121,0,109,66,86.23076923076923,18.605846253070553,0,0,0,0.0,109,66,86.23076923076923,18.605846253070553,346.1775147928995,260,0,20,5,7.521682560443878,29.73011350631714,0.0,12.814513649331076,90.26019072532654,29.73011350631714,0.0,7.521682560443878,12.814513649331076,0,0,0,0,0,5,0,0,0,0,0,0,5,13,0,0,0.0,86.23076923076923,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.23076923076923,0,0,13,0,1121,0
