src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.1.69,172.237.61.197,47840,443,6,2025-12-15 10:32:00,91.17277550697327,10.002986033152478,0.14258642371818225,0.07677730507902122,0.06580911863916104,7,6,462,450,66,66,66.0,0.0,93,66,75.0,12.727922061357855,93,66,70.15384615384616,9.74163273194097,94.89940828402366,140,120,20,0,7.597731292247772,30.414368152618408,0.0,13.080428942031249,91.13605451583862,30.414368152618408,0.0,15.189342419306437,15.087873586326417,91.17263770103455,30.451260566711426,0.0351252555847168,18.23452754020691,14.764546606528986,0,2,0,0,0,0,0,2,13,0,0,0.8571428571428571,70.15384615384616,515,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,75.0,0,7,6,462,450
192.168.1.69,192.168.1.223,22,38318,6,2025-12-15 10:31:35,122.88031387329102,1.6113240091831897,0.024414000139139237,0.01627600009275949,0.008138000046379745,2,1,132,66,66,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,0.0,40,20,20,0,61.44015693664551,122.88031387329102,0.0,61.44015693664551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,66.0,525,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,2,1,132,66
192.168.1.69,185.125.190.58,54265,123,17,2025-12-15 10:29:44,0.23008275032043457,1173.490840247576,13.038787113861956,8.692524742574637,4.3462623712873185,2,1,180,90,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,40,20,20,2,0.11504137516021729,0.23008275032043457,0.0,0.11504137516021729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,2,1,180,90
192.168.1.69,3.96.231.61,53312,443,6,2025-12-15 10:30:01,7.226185083389282,1105.5626043075188,4.428339383882914,2.6293265091804803,1.7990128747024339,19,13,2207,5782,583,66,116.15789473684211,117.82112363458106,1514,66,444.7692307692308,582.3660167925262,1514,66,249.65625,414.81242819609145,172069.3505859375,380,260,20,5,0.2331027446254607,2.1923606395721436,0.0,0.49136219969707107,7.226185083389282,2.365971088409424,0.0,0.40145472685496014,0.6252298575089608,2.950833320617676,2.1923606395721436,2.384185791015625e-07,0.24590277671813965,0.59285142132899,5,6,0,0,2,7,0,11,26,0,0,0.6842105263157895,249.65625,64240,26847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.15789473684211,444.7692307692308,0,19,13,2207,5782
192.200.0.116,192.168.1.69,443,39594,6,2025-12-15 10:33:33,112.12559342384338,7.4024134424201975,0.08918570412554455,0.05351142247532673,0.03567428165021782,6,4,566,264,151,66,94.33333333333333,40.069384267237695,66,66,66.0,0.0,151,66,83.0,34.0,1156.0,120,80,20,2,12.458399269315931,30.27878999710083,0.0,13.907632301891876,112.12559342384338,30.525639295578003,0.0,22.425118684768677,11.429296681410701,85.57477068901062,30.27878999710083,25.153284549713135,28.52492356300354,2.3847561176903174,2,0,0,0,0,0,0,2,10,0,0,0.6666666666666666,83.0,602,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.33333333333333,66.0,0,6,4,566,264
192.168.1.69,192.168.1.223,22,38318,6,2025-12-15 10:33:38,122.88027715682983,1.6113244906446316,0.02441400743400957,0.016276004956006382,0.008138002478003191,2,1,132,66,66,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,0.0,40,20,20,0,61.44013857841492,122.88027715682983,0.0,61.44013857841492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,66.0,525,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,2,1,132,66
192.168.1.69,172.237.61.197,47840,443,6,2025-12-15 10:34:01,91.17248797416687,10.003017579803343,0.14258687339631956,0.07677754721340284,0.06580932618291672,7,6,462,450,66,66,66.0,0.0,93,66,75.0,12.727922061357855,93,66,70.15384615384616,9.74163273194097,94.89940828402366,140,120,20,0,7.5977073311805725,30.317058563232422,0.0,13.049511127977713,91.13602495193481,30.317058563232422,0.0,15.189337491989136,15.022830917918904,91.13544583320618,30.353662729263306,0.06119132041931152,18.227089166641235,14.709657048368046,0,2,0,0,0,0,0,2,13,0,0,0.8571428571428571,70.15384615384616,515,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,75.0,0,7,6,462,450
192.168.1.194,224.0.0.251,5353,5353,17,2025-12-15 10:32:14,0.0,0,0,0,0,2,0,788,0,394,394,394.0,0.0,0,0,0,0.0,394,394,394.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,394.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.0,0,0,2,0,788,0
192.168.1.69,192.168.1.223,22,38318,6,2025-12-15 10:35:41,122.8802900314331,1.611324321820457,0.02441400487606753,0.016276003250711685,0.008138001625355842,2,1,132,66,66,66,66.0,0.0,66,66,66.0,0.0,66,66,66.0,0.0,0.0,40,20,20,0,61.44014501571655,122.8802900314331,0.0,61.44014501571655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,66.0,525,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,66.0,0,2,1,132,66
192.200.0.116,192.168.1.69,443,39594,6,2025-12-15 10:35:45,110.89108753204346,9.613035850982751,0.09919642998199836,0.05410714362654456,0.0450892863554538,6,5,736,330,151,66,122.66666666666667,40.069384267237695,66,66,66.0,0.0,151,66,96.9090909090909,40.88888389827095,1671.9008264462811,120,100,20,4,11.089108753204346,30.376286506652832,0.0,13.585173686859063,110.890878200531,30.625662088394165,0.0,22.1781756401062,11.365529342690854,110.89082980155945,30.376286506652832,24.407692909240723,27.722707450389862,2.5440986828226535,4,0,0,0,0,0,0,4,11,0,0,0.8333333333333334,96.9090909090909,602,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.66666666666667,66.0,0,6,5,736,330
192.168.1.69,172.237.61.197,47840,443,6,2025-12-15 10:36:02,91.17307186126709,10.002953518860688,0.1425859602469177,0.07677705551757107,0.06580890472934663,7,6,462,450,66,66,66.0,0.0,93,66,75.0,12.727922061357855,93,66,70.15384615384616,9.74163273194097,94.89940828402366,140,120,20,0,7.597755988438924,30.21947979927063,0.0,13.012377056158973,91.13596320152283,30.21947979927063,0.0,15.189327200253805,14.958127861165886,91.13579773902893,30.256767511367798,0.15825653076171875,18.227159547805787,14.629370988881693,0,2,0,0,0,0,0,2,13,0,0,0.8571428571428571,70.15384615384616,515,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,75.0,0,7,6,462,450
